epoch,step,train_loss
0,49,0.21233370900154114
0,99,0.21196652948856354
1,149,0.19071489572525024
1,199,0.2072565108537674
2,249,0.21500305831432343
2,299,0.21132825314998627
2,349,0.20162278413772583
3,399,0.19339591264724731
3,449,0.20583368837833405
4,499,0.21037480235099792
4,549,0.1974090188741684
5,599,0.21304140985012054
5,649,0.19676534831523895
5,699,0.20236745476722717
6,749,0.20384247601032257
6,799,0.20334593951702118
7,849,0.2041044682264328
7,899,0.2032843679189682
7,949,0.2056678831577301
8,999,0.2012552171945572
8,1049,0.2035706490278244
9,1099,0.1972431093454361
9,1149,0.19926922023296356
10,1199,0.20624220371246338
10,1249,0.19540923833847046
10,1299,0.19935813546180725
11,1349,0.19748273491859436
11,1399,0.20675010979175568
12,1449,0.2039966732263565
12,1499,0.19031156599521637
13,1549,0.19193927943706512
13,1599,0.2055758237838745
13,1649,0.19233158230781555
14,1699,0.19622576236724854
14,1749,0.1887124478816986
15,1799,0.2054283618927002
15,1849,0.2010994255542755
15,1899,0.20402997732162476
16,1949,0.19481967389583588
16,1999,0.20003105700016022
17,2049,0.18857066333293915
17,2099,0.2008589804172516
18,2149,0.20730583369731903
18,2199,0.19712990522384644
18,2249,0.20239542424678802
19,2299,0.20400898158550262
19,2349,0.19412697851657867
20,2399,0.1887206882238388
20,2449,0.18918898701667786
21,2499,0.19589176774024963
21,2549,0.18808378279209137
21,2599,0.19347667694091797
22,2649,0.18547558784484863
22,2699,0.20104242861270905
23,2749,0.19590158760547638
23,2799,0.1843341737985611
23,2849,0.18552887439727783
24,2899,0.19418688118457794
24,2949,0.20230264961719513
25,2999,0.18929658830165863
25,3049,0.1909879893064499
26,3099,0.20264071226119995
26,3149,0.19426949322223663
26,3199,0.18725183606147766
27,3249,0.19932368397712708
27,3299,0.18534766137599945
28,3349,0.18467211723327637
28,3399,0.19269515573978424
28,3449,0.18855305016040802
29,3499,0.1890823096036911
29,3549,0.1911597102880478
30,3599,0.19048793613910675
30,3649,0.198373943567276
31,3699,0.1833842545747757
31,3749,0.1803700029850006
31,3799,0.18726801872253418
32,3849,0.1913113296031952
32,3899,0.1751173436641693
33,3949,0.18004584312438965
33,3999,0.19171254336833954
34,4049,0.18450918793678284
34,4099,0.18486826121807098
34,4149,0.18097293376922607
35,4199,0.17920736968517303
35,4249,0.1788695752620697
36,4299,0.18835975229740143
36,4349,0.19425785541534424
36,4399,0.18989866971969604
37,4449,0.1761198341846466
37,4499,0.1846911609172821
38,4549,0.17759644985198975
38,4599,0.18367470800876617
39,4649,0.17915818095207214
39,4699,0.17650237679481506
39,4749,0.18040989339351654
40,4799,0.1721983104944229
40,4849,0.19733163714408875
41,4899,0.18556785583496094
41,4949,0.17494827508926392
42,4999,0.1751265525817871
42,5049,0.17740119993686676
42,5099,0.16537390649318695
43,5149,0.17778931558132172
43,5199,0.17952127754688263
44,5249,0.1692248284816742
44,5299,0.17436255514621735
44,5349,0.16512133181095123
45,5399,0.17126132547855377
45,5449,0.1683902144432068
46,5499,0.1667146235704422
46,5549,0.1754111349582672
47,5599,0.17099051177501678
47,5649,0.169852152466774
47,5699,0.1724386364221573
48,5749,0.1661938726902008
48,5799,0.16363202035427094
49,5849,0.17340081930160522
49,5899,0.17532247304916382
49,5949,0.16563273966312408
50,5999,0.1672368198633194
50,6049,0.17836102843284607
51,6099,0.17431758344173431
51,6149,0.16521671414375305
52,6199,0.16353026032447815
52,6249,0.16006065905094147
52,6299,0.1803927719593048
53,6349,0.1808249056339264
53,6399,0.16123393177986145
54,6449,0.16986240446567535
54,6499,0.17617438733577728
55,6549,0.1664944887161255
55,6599,0.16595183312892914
55,6649,0.15623237192630768
56,6699,0.16237905621528625
56,6749,0.16082026064395905
57,6799,0.15023493766784668
57,6849,0.1684546321630478
57,6899,0.15941092371940613
58,6949,0.15702779591083527
58,6999,0.1664646416902542
59,7049,0.16127337515354156
59,7099,0.16523301601409912
60,7149,0.16965454816818237
60,7199,0.17151972651481628
60,7249,0.15580536425113678
61,7299,0.16142871975898743
61,7349,0.16351647675037384
62,7399,0.15790826082229614
62,7449,0.16360846161842346
63,7499,0.1691427379846573
63,7549,0.14898377656936646
63,7599,0.16808299720287323
64,7649,0.1709940880537033
64,7699,0.1596115231513977
65,7749,0.15638618171215057
65,7799,0.16223882138729095
65,7849,0.1536189615726471
66,7899,0.15818549692630768
66,7949,0.1502983719110489
67,7999,0.16837014257907867
67,8049,0.1609470546245575
68,8099,0.1580428034067154
68,8149,0.16089008748531342
68,8199,0.16007940471172333
69,8249,0.17132697999477386
69,8299,0.16416633129119873
70,8349,0.1688922792673111
70,8399,0.15830454230308533
71,8449,0.16473422944545746
71,8499,0.15518569946289062
71,8549,0.15383563935756683
72,8599,0.14935380220413208
72,8649,0.15575821697711945
73,8699,0.16649919748306274
73,8749,0.15221625566482544
73,8799,0.16034093499183655
74,8849,0.1599368155002594
74,8899,0.1486055999994278
75,8949,0.1556496024131775
75,8999,0.1651018261909485
76,9049,0.1621394157409668
76,9099,0.1604614406824112
76,9149,0.15834461152553558
77,9199,0.15452204644680023
77,9249,0.15719136595726013
78,9299,0.15847359597682953
78,9349,0.15677237510681152
78,9399,0.1535799503326416
79,9449,0.15902875363826752
79,9499,0.14013884961605072
80,9549,0.15826775133609772
80,9599,0.14659953117370605
81,9649,0.15161500871181488
81,9699,0.15089768171310425
81,9749,0.15529011189937592
82,9799,0.15873746573925018
82,9849,0.14894400537014008
83,9899,0.15381699800491333
83,9949,0.15763723850250244
84,9999,0.1608983725309372
84,10049,0.16075049340724945
84,10099,0.15279856324195862
85,10149,0.14628885686397552
85,10199,0.13900618255138397
86,10249,0.14911603927612305
86,10299,0.15023040771484375
86,10349,0.16565974056720734
87,10399,0.1533886343240738
87,10449,0.1562863439321518
88,10499,0.1555037796497345
88,10549,0.1604534536600113
89,10599,0.13996195793151855
89,10649,0.14374017715454102
89,10699,0.15140607953071594
90,10749,0.13980460166931152
90,10799,0.15550507605075836
91,10849,0.1533433198928833
91,10899,0.15139338374137878
92,10949,0.15617255866527557
92,10999,0.14502662420272827
92,11049,0.1480453461408615
93,11099,0.1422373503446579
93,11149,0.1514303982257843
94,11199,0.1507401466369629
94,11249,0.14692164957523346
94,11299,0.1638072282075882
95,11349,0.16062907874584198
95,11399,0.1469244509935379
96,11449,0.15037384629249573
96,11499,0.14890234172344208
97,11549,0.15977375209331512
97,11599,0.14493179321289062
97,11649,0.1605057716369629
98,11699,0.13508468866348267
98,11749,0.15795566141605377
99,11799,0.14873626828193665
99,11849,0.16348014771938324
99,11899,0.1621696949005127
