epoch,step,train_loss
0,49,0.0848211869597435
0,99,0.07286165654659271
0,149,0.0894644483923912
0,199,0.07346463948488235
1,249,0.07990221679210663
1,299,0.07902739197015762
1,349,0.0800776556134224
1,399,0.07791005820035934
1,449,0.07369691133499146
2,499,0.08017841726541519
2,549,0.07906372100114822
2,599,0.07983061671257019
2,649,0.0797472819685936
2,699,0.07339876145124435
3,749,0.07419488579034805
3,799,0.08451095968484879
3,849,0.07138295471668243
3,899,0.07170712947845459
4,949,0.0786307081580162
4,999,0.08547864109277725
4,1049,0.0797194242477417
4,1099,0.07805131375789642
4,1149,0.08146828413009644
5,1199,0.08454377949237823
5,1249,0.0794292464852333
5,1299,0.0748305469751358
5,1349,0.08231493085622787
5,1399,0.07348086684942245
6,1449,0.07991217821836472
6,1499,0.08053409308195114
6,1549,0.07618580758571625
6,1599,0.07628928869962692
6,1649,0.07641222327947617
7,1699,0.08055544644594193
7,1749,0.08304466307163239
7,1799,0.08455540984869003
7,1849,0.07425995916128159
8,1899,0.08610343933105469
8,1949,0.07795993238687515
8,1999,0.07761882245540619
8,2049,0.07800334692001343
8,2099,0.07556334137916565
9,2149,0.07781963050365448
9,2199,0.08201506733894348
9,2249,0.0806942954659462
9,2299,0.0758732482790947
9,2349,0.06852468103170395
10,2399,0.08069980144500732
10,2449,0.06975332647562027
10,2499,0.07720259577035904
10,2549,0.07769450545310974
10,2599,0.07927028834819794
11,2649,0.07987838983535767
11,2699,0.07971568405628204
11,2749,0.07555750012397766
11,2799,0.07966694980859756
12,2849,0.08073733747005463
12,2899,0.0777987390756607
12,2949,0.081511951982975
12,2999,0.07966888695955276
12,3049,0.07759708166122437
13,3099,0.07578293234109879
13,3149,0.07768253237009048
13,3199,0.08191397041082382
13,3249,0.08194790780544281
13,3299,0.07557391375303268
14,3349,0.08112532645463943
14,3399,0.0789342001080513
14,3449,0.07848857343196869
14,3499,0.08186514675617218
14,3549,0.0743805542588234
15,3599,0.08264850080013275
15,3649,0.08114880323410034
15,3699,0.07705430686473846
15,3749,0.07673590630292892
16,3799,0.07540305703878403
16,3849,0.08260953426361084
16,3899,0.08801166713237762
16,3949,0.07600324600934982
16,3999,0.0851612389087677
17,4049,0.08662734180688858
17,4099,0.07331103831529617
17,4149,0.0759015828371048
17,4199,0.07604514062404633
17,4249,0.07734106481075287
18,4299,0.08096837252378464
18,4349,0.07855789363384247
18,4399,0.08290795236825943
18,4449,0.07511159777641296
18,4499,0.07678143680095673
19,4549,0.07633943855762482
19,4599,0.07293838262557983
19,4649,0.08765721321105957
19,4699,0.07974556088447571
20,4749,0.08112926036119461
20,4799,0.07033644616603851
20,4849,0.081080861389637
20,4899,0.07492770999670029
20,4949,0.0722258985042572
21,4999,0.08390625566244125
21,5049,0.07648460566997528
21,5099,0.0767001137137413
21,5149,0.07452447712421417
21,5199,0.08276791870594025
22,5249,0.08591578900814056
22,5299,0.0837005078792572
22,5349,0.07911275327205658
22,5399,0.08395350724458694
22,5449,0.07439714670181274
23,5499,0.07656626403331757
23,5549,0.08073616772890091
23,5599,0.07682738453149796
23,5649,0.073096863925457
24,5699,0.07688490301370621
24,5749,0.07988475263118744
24,5799,0.08322995156049728
24,5849,0.07931753993034363
24,5899,0.0806778147816658
25,5949,0.0749129056930542
25,5999,0.07679110765457153
25,6049,0.07647877186536789
25,6099,0.07214474678039551
25,6149,0.07111415266990662
26,6199,0.08713698387145996
26,6249,0.07429173588752747
26,6299,0.07856208831071854
26,6349,0.07426518201828003
27,6399,0.07764947414398193
27,6449,0.07814361155033112
27,6499,0.07625053822994232
27,6549,0.0726318359375
27,6599,0.07843146473169327
28,6649,0.08123832941055298
28,6699,0.07468440383672714
28,6749,0.08501841127872467
28,6799,0.07660488039255142
28,6849,0.07991378009319305
29,6899,0.07521669566631317
29,6949,0.07984085381031036
29,6999,0.07609967887401581
29,7049,0.07413053512573242
29,7099,0.07715823501348495
30,7149,0.0793546661734581
30,7199,0.0800522118806839
30,7249,0.0753960907459259
30,7299,0.0724979043006897
31,7349,0.07327456772327423
31,7399,0.07426077127456665
31,7449,0.07815797626972198
31,7499,0.07493669539690018
31,7549,0.07439970970153809
32,7599,0.07939151674509048
32,7649,0.06929606199264526
32,7699,0.07822969555854797
32,7749,0.07836452126502991
32,7799,0.07886145263910294
33,7849,0.07789136469364166
33,7899,0.08304683119058609
33,7949,0.07117930054664612
33,7999,0.08051110059022903
33,8049,0.07269870489835739
34,8099,0.07641855627298355
34,8149,0.07627581059932709
34,8199,0.0733524039387703
34,8249,0.07989293336868286
35,8299,0.07649542391300201
35,8349,0.07225432246923447
35,8399,0.07969453185796738
35,8449,0.06258708238601685
35,8499,0.0743754580616951
36,8549,0.07386371493339539
36,8599,0.07563628256320953
36,8649,0.07737572491168976
36,8699,0.07607469707727432
36,8749,0.0783778578042984
37,8799,0.06819586455821991
37,8849,0.07942880690097809
37,8899,0.08367622643709183
37,8949,0.07543180882930756
37,8999,0.06946554780006409
38,9049,0.07799588888883591
38,9099,0.07600874453783035
38,9149,0.06937899440526962
38,9199,0.07710354030132294
39,9249,0.07544515281915665
39,9299,0.08103933930397034
39,9349,0.07409580051898956
39,9399,0.07971260696649551
39,9449,0.07547446340322495
40,9499,0.06937853991985321
40,9549,0.07046197354793549
40,9599,0.07957687973976135
40,9649,0.07766933739185333
40,9699,0.08189071714878082
41,9749,0.07617907226085663
41,9799,0.07246887683868408
41,9849,0.07716704159975052
41,9899,0.07574339210987091
41,9949,0.07290862500667572
42,9999,0.0693625658750534
42,10049,0.07126891613006592
42,10099,0.07297911494970322
42,10149,0.07466074824333191
43,10199,0.07687979191541672
43,10249,0.06979921460151672
43,10299,0.07871397584676743
43,10349,0.07424483448266983
43,10399,0.0751534104347229
44,10449,0.08036470413208008
44,10499,0.08175511658191681
44,10549,0.07640033215284348
44,10599,0.06867203861474991
44,10649,0.07513991743326187
45,10699,0.07386776059865952
45,10749,0.08082562685012817
45,10799,0.07147730886936188
45,10849,0.07945400476455688
45,10899,0.07237439602613449
46,10949,0.06717465817928314
46,10999,0.07575933635234833
46,11049,0.0747399628162384
46,11099,0.08211372792720795
47,11149,0.07205945253372192
47,11199,0.06819893419742584
47,11249,0.07785116136074066
47,11299,0.07772710919380188
47,11349,0.07308965176343918
48,11399,0.07774624973535538
48,11449,0.07437747716903687
48,11499,0.08046497404575348
48,11549,0.08415457606315613
48,11599,0.08034465461969376
49,11649,0.08269006013870239
49,11699,0.07418178021907806
49,11749,0.07345803827047348
49,11799,0.07937528938055038
49,11849,0.07829044759273529
50,11899,0.0760858803987503
50,11949,0.0792912170290947
50,11999,0.07666168361902237
50,12049,0.07823938876390457
51,12099,0.07403812557458878
51,12149,0.07188595831394196
51,12199,0.08330798894166946
51,12249,0.07764517515897751
51,12299,0.07311200350522995
52,12349,0.07027067989110947
52,12399,0.07481338083744049
52,12449,0.07812470942735672
52,12499,0.0687834769487381
52,12549,0.06945764273405075
53,12599,0.07262098789215088
53,12649,0.07337108254432678
53,12699,0.07850123196840286
53,12749,0.07959110289812088
54,12799,0.07871394604444504
54,12849,0.07884756475687027
54,12899,0.07398144155740738
54,12949,0.07170791923999786
54,12999,0.07324959337711334
55,13049,0.07697618007659912
55,13099,0.07659178227186203
55,13149,0.07356923073530197
55,13199,0.07620275020599365
55,13249,0.07467639446258545
56,13299,0.06370054930448532
56,13349,0.07365045696496964
56,13399,0.07280628383159637
56,13449,0.07346168905496597
56,13499,0.07704875618219376
57,13549,0.07444924116134644
57,13599,0.08090090751647949
57,13649,0.07214412838220596
57,13699,0.07177301496267319
58,13749,0.06799464672803879
58,13799,0.06566076725721359
58,13849,0.07559773325920105
58,13899,0.07168035209178925
58,13949,0.07530239969491959
59,13999,0.08273426443338394
59,14049,0.07361339777708054
59,14099,0.07211171090602875
59,14149,0.08360425382852554
59,14199,0.07575846463441849
60,14249,0.07368983328342438
60,14299,0.08653640747070312
60,14349,0.08280695229768753
60,14399,0.06955306231975555
60,14449,0.07397469133138657
61,14499,0.07195580005645752
61,14549,0.0760808065533638
61,14599,0.07758089154958725
61,14649,0.06994401663541794
62,14699,0.06978302448987961
62,14749,0.07448035478591919
