epoch,step,train_loss
0,49,0.08116775751113892
0,99,0.08099354803562164
1,149,0.08188360929489136
1,199,0.0761275514960289
2,249,0.07828914374113083
2,299,0.08191622048616409
2,349,0.07838194817304611
3,399,0.0773952528834343
3,449,0.0793488621711731
4,499,0.07986048609018326
4,549,0.07734958082437515
5,599,0.07791769504547119
5,649,0.07952851802110672
5,699,0.07899843901395798
6,749,0.07491303980350494
6,799,0.0760774165391922
7,849,0.07756707817316055
7,899,0.07882849127054214
7,949,0.07801757007837296
8,999,0.0800328478217125
8,1049,0.08097630739212036
9,1099,0.07327843457460403
9,1149,0.0706748366355896
10,1199,0.07934057712554932
10,1249,0.0805187076330185
10,1299,0.07047519832849503
11,1349,0.07763001322746277
11,1399,0.0754864290356636
12,1449,0.07559489458799362
12,1499,0.0818801149725914
13,1549,0.07605516165494919
13,1599,0.07674819976091385
13,1649,0.0704449936747551
14,1699,0.07789134234189987
14,1749,0.07548791915178299
15,1799,0.07635987550020218
15,1849,0.07559834420681
15,1899,0.07567217946052551
16,1949,0.0737147256731987
16,1999,0.07963249087333679
17,2049,0.07575275003910065
17,2099,0.07508823275566101
18,2149,0.07077337801456451
18,2199,0.07650639861822128
18,2249,0.0762520506978035
19,2299,0.07908603549003601
19,2349,0.07267168909311295
20,2399,0.07550464570522308
20,2449,0.07390429079532623
21,2499,0.07718102633953094
21,2549,0.07253874838352203
21,2599,0.06940747052431107
22,2649,0.06962502002716064
22,2699,0.07578811794519424
23,2749,0.07184808701276779
23,2799,0.07734498381614685
23,2849,0.07053153961896896
24,2899,0.07563497871160507
24,2949,0.07265500724315643
25,2999,0.07626014947891235
25,3049,0.0720113217830658
26,3099,0.06603986769914627
26,3149,0.07297029346227646
26,3199,0.07089731842279434
27,3249,0.0695563554763794
27,3299,0.07379511743783951
28,3349,0.07336819916963577
28,3399,0.07066287845373154
28,3449,0.06858943402767181
29,3499,0.0669296607375145
29,3549,0.07388965040445328
30,3599,0.07637937366962433
30,3649,0.07227594405412674
31,3699,0.06811486929655075
31,3749,0.0710480809211731
31,3799,0.06911051273345947
32,3849,0.07272813469171524
32,3899,0.06938113272190094
33,3949,0.06528351455926895
33,3999,0.07162506133317947
34,4049,0.06890520453453064
34,4099,0.07369663566350937
34,4149,0.06573526561260223
35,4199,0.06645709276199341
35,4249,0.06654572486877441
36,4299,0.0637737512588501
36,4349,0.06499896198511124
36,4399,0.06381326913833618
37,4449,0.06793274730443954
37,4499,0.062117479741573334
